AccSpeciesID,AccSpeciesName,Measurements
4026,Anthoxanthum aristatum,8
4036,Anthoxanthum odoratum,34
59397,Anthoxanthum sp,1
4042,Anthriscus caucalis,16
4043,Anthriscus cerefolium,5
4044,Anthriscus nitida,10
4045,Anthriscus sylvestris,18
4060,Anthurium sp,6
4061,Anthyllis barba-jovis,5
4063,Anthyllis cytisoides,1
4066,Anthyllis hermanniae,1
4072,Anthyllis vulneraria,29
4073,Antiaris africana,3
4075,Antiaris toxicaria,4
4082,Antidesma acidum,1
4083,Antidesma bunius,1
4089,Antidesma ghesaembilla,1
4090,Antidesma japonicum,2
4092,Antidesma montanum,3
4093,Antidesma neurocarpum,7
4098,Antidesma puncticulatum,5
4100,Antidesma sp,16
4101,Antidesma stipulare,3
4104,Antidesma tomentosum,4
4105,Antidesma venosum,6
4119,Antirhea myrtoides,1
4128,Antirrhinum majus,3
4136,Antonia ovata,3
4141,Antrocaryon sp,1
4144,Antrophyum sp,3
4145,Aoranthe cladantha,1
4151,Apama corymbosa,1
4153,Aparisthmium cordatum,4
4157,Apeiba albiflora,1
4158,Apeiba aspera,7
4159,Apeiba echinata,1
4160,Apeiba glabra,8
59022,Apeiba guianensis,3
4162,Apeiba membranacea,25
4163,Apeiba petoumo,5
4165,Apeiba sp,5
4166,Apeiba tibourbou,27
4169,Apera interrupta,8
4170,Apera spica-venti,5
4174,Aphanamixis humilis,3
4176,Aphanamixis polystachya,2
4177,Aphananthe aspera,1
4182,Aphananthe sp,1
4185,Aphanes arvensis,15
4188,Aphanes inexspectata,7
65613,Aphelandra crispata,1
4201,Aphelandra sinclairiana,11
4203,Aphloia theiformis,20
65615,Apios carnea,1
4210,Apium graveolens,3
4211,Apium inundatum,20
4213,Apium nodiflorum,18
4215,Apium repens,5
4218,Apluda aristata,1
59007,Apluda sp,1
59010,Apocynaceae sp,2
4236,Apocynum androsaemifolium,9
75070,Apodandra brachybotrya,1
4246,Apodocephala pauciflora,20
4247,Apodostigma pallens,2
4248,Apodytes brachystylis,3
4249,Apodytes dimidiata,2
4251,Apollonias barbujana,1
4255,Apophyllum anomalum,2
4265,Aporosa frutescens,1
4266,Aporosa grandistipula,4
4268,Aporosa lucida,4
4274,Aporosa nervosa,10
4275,Aporosa nitida,1
4281,Aporosa subcaudata,8
4284,Aporostylis bifolia,2
4287,Aporusa chalarocarpa,1
4288,Aporusa dioica,4
4289,Aporusa sp,19
4291,Aposeris foetida,10
4292,Apostasia wallichii,3
4293,Appendicula cornuta,1
59016,Appendicula sp,1
4294,Appunia seibertii,7
4297,Aptandra tubicina,4
4312,Apuleia leiocarpa,2
4313,Apuleia molaris,1
4314,Apuleia sp,1
4318,Aquilaria malaccensis,3
4320,Aquilaria sp,2
4322,Aquilegia atrata,10
65626,Aquilegia coerulea,36
4325,Aquilegia einseleana,10
4331,Aquilegia olympica,1
75110,Aquilegia pyrenaica,5
4337,Aquilegia vulgaris,18
4340,Arabidopsis suecica,5
4341,Arabidopsis thaliana,15
4342,Arabis alpina,5
4355,Arabis glabra,21
4357,Arabis hirsuta,16
4365,Arabis lyrata,7
75126,Arabis retrofracta,2
4384,Arabis rupicola,1
4385,Arabis sagittata,10
4394,Arabis turrita,30
4396,Arachis hypogaea,2
4397,Arachis sp,3
59059,Aralia artocapoides,1
4400,Aralia chinensis,1
4403,Aralia elata,1
4404,Aralia hispida,8
4406,Aralia javanica,1
4407,Aralia nudicaulis,3
4410,Aralia sp,2
4411,Aralia spinosa,14
4412,Aralidium pinnatifidum,2
4421,Araucaria cunninghamii,4
4439,Arbutus andrachne,2
4442,Arbutus canariensis,1
4443,Arbutus menziesii,6
4445,Arbutus sp,1
4447,Arbutus unedo,104
4449,Arcangelisia flava,2
4459,Archidendron bubalinum,1
4460,Archidendron clypearia,1
4461,Archidendron ellipticum,4
4462,Archidendron fagifolium,1
4464,Archidendron grandiflorum,3
4467,Archidendron jiringa,5
4471,Archidendron microcarpum,1
4473,Archidendron sp,6
4479,Archirhodomyrtus beckleri,2
4481,Archontophoenix cunninghamiana,2
4482,Archontophoenix sp,3
4489,Arctium lappa,37
4491,Arctium minus,23
4498,Arctium tomentosum,1
4500,Arctostaphylos alpina,8
4506,Arctostaphylos crustacea,1
4526,Arctostaphylos sp,1
4528,Arctostaphylos tomentosa,1
4529,Arctostaphylos uva-ursi,47
4543,Arctous alpina,2
59070,Arcypteris sp,2
4547,Ardisia auriculata,2
4549,Ardisia bartlettii,11
4558,Ardisia crenata,1
72670,Ardisia densapunta,1
75230,Ardisia dunlapiana,30
4563,Ardisia fendleri,31
4564,Ardisia fimbrillifera,4
4566,Ardisia guianensis,19
75233,Ardisia hanceana,1
75235,Ardisia hypargyrea,1
4567,Ardisia japonica,1
4568,Ardisia javanica,2
75236,Ardisia lindleyana,1
4571,Ardisia macrophylla,1
75238,Ardisia martiana,1
4573,Ardisia nagelii,2
4574,Ardisia nigropunctata,2
4577,Ardisia paniculata,3
4579,Ardisia pilosa,1
4582,Ardisia punctata,1
4585,Ardisia revoluta,1
72671,Ardisia semibulada,1
4587,Ardisia solanacea,2
4588,Ardisia sp,23
4589,Ardisia sumatrana,3
4590,Ardisia villosa,2
4591,Ardisia zollingeri,5
4595,Areca cathecu,1
4596,Areca sp,2
59040,Arecastrum paramaca,1
59041,Arecastrum sciaphila,1
4599,Arenaria biflora,10
4600,Arenaria capillaris,1
4602,Arenaria ciliata,1
4604,Arenaria fendleri,32
4605,Arenaria formosa,1
4607,Arenaria lanuginosa,21
4608,Arenaria lateriflora,1
64232,Arenaria lychnidea,1
4611,Arenaria montana,10
75267,Arenaria purpurascens,7
4614,Arenaria serpyllifolia,27
4620,Arenga pinnata,4
4622,Arenga sp,1
4636,Argemone ochroleuca,1
4647,Argostemma parvifolium,1
4656,Argyranthemum frutescens,1
4662,Argyranthemum sp,1
4668,Argyreia sp,1
65660,Argyreia wallichii,1
59043,Argyrodendron sp,2
4689,Argyrolobium zanonii,1
75288,Argyroxiphium grayanum,100
64235,Argyroxiphium kauense,200
75289,Argyroxiphium sandwicense,70
59044,Aria sp,1
4698,Arisaema sp,8
4699,Arisaema triphyllum,19
4718,Aristida adscensionis,2
4734,Aristida armata,1
4740,Aristida basiramea,1
4742,Aristida behriana,1
4754,Aristida browniana,1
4774,Aristida contorta,1
4787,Aristida dichotoma,1
4847,Aristida jerichoensis,1
4900,Aristida obscura,2
4901,Aristida oligantha,1
4930,Aristida purpurascens,1
4931,Aristida purpurea,12
59055,Aristida sp,6
4976,Aristida stricta,1
5027,Aristolochia chapmaniana,2
5028,Aristolochia clematis,11
65688,Aristolochia cordiflora,1
5034,Aristolochia gigantea,3
5035,Aristolochia glaucifolia,1
5041,Aristolochia inflata,2
65694,Aristolochia liukiuensis,1
5045,Aristolochia macrophylla,1
5048,Aristolochia maxima,1
5057,Aristolochia pilosa,1
5064,Aristolochia sp,11
101763,Aristolochia sprucei,1
65697,Aristolochia tonduzii,1
65699,Aristolochia zollingeriana,1
5071,Aristotelia fruticosa,1
5072,Aristotelia macqui,2
5073,Aristotelia serrata,9
75369,Armeria cantabrica,10
5085,Armeria maritima,25
5093,Armoracia rusticana,7
5094,Arnebia euchroma,1
75382,Arnebia guttata,1
5099,Arnica cordifolia,32
64239,Arnica latifolia,1
5103,Arnica mollis,1
5104,Arnica montana,11
5107,Arnoseris minima,5
59051,Arodes sp,10
59052,Aromadendron sp,1
5111,Arrabidaea candicans,5
5116,Arrabidaea florida,7
5124,Arrabidaea patellifera,9
5127,Arrabidaea sp,64
5130,Arrabidaea verrucosa,17
5133,Arrhenatherum calderae,1
5134,Arrhenatherum elatius,15
5144,Artabotrys costatus,1
65716,Artabotrys hongkongensis,2
5147,Artabotrys monteiroae,1
5148,Artabotrys sp,6
5150,Artabotrys suaveolens,6
5151,Artabotrys wrayi,1
5155,Artemisia absinthium,9
5156,Artemisia adamsii,1
5158,Artemisia anethifolia,1
5160,Artemisia annua,25
5167,Artemisia armeniaca,1
5172,Artemisia biennis,5
5175,Artemisia californica,8
5176,Artemisia campestris,32
5178,Artemisia capillaris,1
64968,Artemisia carruthii,20
5179,Artemisia caudata,3
5181,Artemisia depauperata,1
5184,Artemisia dracunculus,22
5187,Artemisia frigida,34
5194,Artemisia herba-alba,40
75426,Artemisia keiskeana,1
5206,Artemisia leucotricha,2
5208,Artemisia ludoviciana,37
5209,Artemisia maritima,10
5212,Artemisia mongolica,1
5215,Artemisia monostachya,1
5222,Artemisia pamirica,2
75442,Artemisia pattersonii,1
5229,Artemisia pycnorrhiza,2
5230,Artemisia rhodantha,2
5233,Artemisia sacrorum,2
5235,Artemisia scoparia,3
65731,Artemisia scopulorum,1
5238,Artemisia sieversiana,1
5240,Artemisia sp,7
75457,Artemisia sylvatica,1
5251,Artemisia tridentata,80
65733,Artemisia verlotorum,10
5257,Artemisia vulgaris,21
5291,Arthrophyllum diversifolium,2
5294,Arthrophyllum sp,1
5300,Arthropodium minus,2
5311,Arthropteris sp,2
5312,Arthropteris tenella,2
5346,Artocarpus anisophyllus,3
5351,Artocarpus chaplasha,2
5352,Artocarpus communis,1
5353,Artocarpus dadak,3
5354,Artocarpus elastica,13
5358,Artocarpus heterophylla,4
5362,Artocarpus incisa,1
5364,Artocarpus integer,2
5365,Artocarpus integra,1
5367,Artocarpus kemando,3
5369,Artocarpus lanceaefolia,4
5373,Artocarpus nitidus,3
5375,Artocarpus obtusus,1
5376,Artocarpus odoratissima,1
5379,Artocarpus rigida,4
5384,Artocarpus sp,5
5392,Arum italicum,1
5393,Arum maculatum,8
5395,Aruncus dioicus,20
5397,Aruncus vulgaris,1
58946,Arundinaria bengalensis,1
5471,Arundo donax,16
5477,Arytera lautereriana,1
5480,Arytera sp,3
5481,Arytera xerocarpa,1
5484,Asarum canadense,2
5485,Asarum europaeum,20
5487,Ascarina lucida,1
5498,Asclepias curassavica,1
5502,Asclepias incarnata,43
5505,Asclepias ovalifolia,5
5508,Asclepias sp,1
5512,Asclepias syriaca,90
5513,Asclepias tuberosa,25
5514,Asclepias verticillata,22
5517,Asclepias viridis,4
5518,Asimina angustifolia,46
5519,Asimina parviflora,36
5521,Asimina sp,3
5526,Asparagus acutifolius,12
5527,Asparagus aethiopicus,1
5532,Asparagus brachyphyllus,1
5534,Asparagus dauricus,3
5540,Asparagus officinalis,11
5546,Asparagus sp,16
5549,Asparagus tamariscinus,1
65762,Asparagus tenuifolius,10
5554,Asperugo procumbens,5
5555,Asperula aristata,10
5558,Asperula cynanchica,8
5559,Asperula glomerata,1
5567,Asperula purpurea,10
5570,Asperula tinctoria,6
5583,Aspidosperma album,8
75608,Aspidosperma auriculatum,1
72672,Aspidosperma blancimpreso,1
5586,Aspidosperma capitatum,1
5587,Aspidosperma carapanauba,1
5588,Aspidosperma cruenta,7
5589,Aspidosperma cruentum,7
5592,Aspidosperma cylindrocarpon,7
5593,Aspidosperma cylindrocarpum,1
5594,Aspidosperma darienense,1
5596,Aspidosperma desmanthum,25
75609,Aspidosperma eteanum,1
5598,Aspidosperma excelsum,1
5599,Aspidosperma macrocarpon,3
5601,Aspidosperma marcgravianum,17
5602,Aspidosperma megalocarpon,1
65770,Aspidosperma megalocarpum,1
5603,Aspidosperma megaphyllum,3
75610,Aspidosperma multiflorum,1
5604,Aspidosperma nitidum,1
5605,Aspidosperma oblongum,2
5606,Aspidosperma obscurinervium,1
75611,Aspidosperma pichonianum,1
5609,Aspidosperma polyneuron,1
5611,Aspidosperma quebracho-blanco,1
5613,Aspidosperma rigidum,6
5615,Aspidosperma schultesii,1
5617,Aspidosperma sp,3
5618,Aspidosperma spruceanum,49
5621,Aspidosperma tambopatense,3
5622,Aspidosperma tomentosum,2
5624,Aspidosperma vargasii,3
5625,Aspidosperma verruculosum,1
75614,Aspidosperma williamii,1
5630,Aspilia africana,3
62268,Asplenium australe,4
5648,Asplenium bulbiferum,17
5649,Asplenium ceterach,2
5658,Asplenium flaccidum,26
5664,Asplenium hookerianum,1
5677,Asplenium nidus,41
5683,Asplenium paradoxum,1
5685,Asplenium polyodon,7
5690,Asplenium ruta-muraria,15
5693,Asplenium scolopendrium,4
5695,Asplenium septentrionale,6
5699,Asplenium sp,60
5700,Asplenium tenerum,1
5703,Asplenium trichomanes,13
5704,Asplenium trichomanes-ramosum,2
5707,Asplenium viride,5
5710,Astelia fragrans,8
5711,Astelia graminea,1
5712,Astelia nervosa,7
5713,Astelia solandri,1
5714,Astelia sp,3
5715,Aster acuminatus,2
5718,Aster alpinus,1
5720,Aster amellus,22
5722,Aster azureus,27
5723,Aster bellidiastrum,15
5727,Aster cordifolius,6
5729,Aster dumosus,1
5732,Aster ericoides,18
5738,Aster hemisphericus,1
5742,Aster laevis,19
5743,Aster lanceolatus,32
5744,Aster linosyris,17
5746,Aster macrophyllus,13
58980,Aster novae,4
5748,Aster novae-angliae,20
5749,Aster novi-belgii,6
5754,Aster patens,1
5755,Aster pilosus,17
5758,Aster puniceus,5
5759,Aster sagittifolius,7
75737,Aster scaber,1
5765,Aster simplex,5
5767,Aster sp,3
5769,Aster squamatus,1
5776,Aster tripolium,21
5777,Aster umbellatus,5
58995,Asteraceae sp,26
5781,Asteranthe asterias,1
5784,Asteriscus aquaticus,1
5791,Asterolinon linum-stellatum,2
75763,Asterothamnus centrali-asiaticus,1
65806,Astilbe chinensis,1
5805,Astragalus adsurgens,2
5808,Astragalus alpinus,15
5809,Astragalus alyssoides,1
5814,Astragalus armatus,15
5823,Astragalus canadensis,6
5826,Astragalus cicer,5
5833,Astragalus danicus,4
75798,Astragalus dasyglottis,3
5839,Astragalus flexuosus,2
5840,Astragalus frigidus,12
5842,Astragalus galactites,2
5849,Astragalus glycyphyllos,5
64250,Astragalus humistratus,21
5863,Astragalus microcephalus,1
5881,Astragalus parodii,1
75832,Astragalus pectinatus,2
64251,Astragalus rusbyi,22
5892,Astragalus scaberrimus,1
5897,Astragalus sp,15
75852,Astragalus stella,75
5905,Astragalus tibetanus,2
75861,Astragalus variabilis,1
5917,Astrantia major,20
58979,Astreaceae sp,2
5920,Astrebla lappacea,1
5932,Astrocaryum chambira,1
62275,Astrocaryum guianense,1
5934,Astrocaryum mexicanum,1
5936,Astrocaryum murumuru,1
75884,Astrocaryum rodriguesii,6
75885,Astrocaryum sciophilum,83
5939,Astrocaryum sp,8
5940,Astrocaryum standleyanum,3
5945,Astroloma humifusum,1
5947,Astroloma sp,1
5952,Astronia sp,2
5954,Astronidium sp,1
5958,Astronium fraxinifolium,2
5960,Astronium graveolens,23
5961,Astronium lecointei,14
62277,Astronium obliquum,1
5963,Astronium ulei,2
5964,Astronium urundeuva,3
5966,Astrophytum sp,1
5968,Astrotricha floccosa,1
5976,Asystasia gangetica,1
5977,Asystasia macrophylla,1
5978,Asystasia sp,4
5979,Ataenidia sp,2
5983,Atalaya hemiglauca,3
5997,Atherosperma moschatum,1
6002,Athrotaxis selaginoides,1
6005,Athyrium distentifolium,25
6006,Athyrium filix-femina,6
75926,Athyrium filix-foemina,10
6025,Atractocarpus stipularis,7
6026,Atractylis cancellata,1
6028,Atractylis humilis,1
75931,Atractylis serratuloides,70
75933,Atractylodes japonica,1
6029,Atragene sibirica,1
6031,Atraphaxis bracteata,1
6033,Atraphaxis manshurica,1
6035,Atrichoseris sp,2
6037,Atriplex acutibractea,1
6038,Atriplex acutiloba,1
6042,Atriplex angulata,1
6044,Atriplex argentina,1
6052,Atriplex calotheca,10
6054,Atriplex canescens,27
6055,Atriplex centralasiatica,1
6059,Atriplex confertifolia,12
6074,Atriplex eardleyae,1
6085,Atriplex glabriuscula,10
75960,Atriplex gmelinii,1
6088,Atriplex halimus,2
6090,Atriplex holocarpa,2
6101,Atriplex laciniata,11
6103,Atriplex lampa,1
6107,Atriplex leptocarpa,3
6112,Atriplex lindleyi,1
6114,Atriplex littoralis,15
6119,Atriplex micrantha,10
6128,Atriplex nitens,10
6129,Atriplex nummularia,2
6131,Atriplex oblongifolia,10
6142,Atriplex patula,11
6152,Atriplex prostrata,10
6153,Atriplex pseudocampanulata,3
6161,Atriplex rosea,10
6167,Atriplex semibaccata,1
6171,Atriplex sp,10
6175,Atriplex stipitata,8
6178,Atriplex tatarica,20
6189,Atriplex vesicaria,4
6192,Atropa belladonna,28
75997,Attalea rostrata,10
59146,Atylosia sp,10
6215,Aucuba japonica,5
6225,Aulax umbellata,4
6278,Austrobaileya scandens,1
6280,Austrocedrus chilensis,3
6281,Austrocedrus sp,1
6298,Austromatthaea elegans,6
59154,Austromatthaea sp,1
6301,Austromyrtus bidwillii,1
6305,Austromyrtus lasioclada,1
6307,Austrosteenisia blackii,5
65875,Austrosteenisia stipularis,2
6328,Avena barbata,28
6331,Avena canariensis,1
6335,Avena fatua,15
6342,Avena sativa,5
59210,Avena sp,1
6344,Avena sterilis,16
6345,Avena strigosa,5
6351,Avenula bromoides,14
6354,Avenula pratensis,16
6355,Avenula pubescens,19
6356,Avenula versicolor,32
6359,Avicennia alba,1
6362,Avicennia lanata,1
6367,Avicennia sp,2
6396,Axonopus compressus,17
59169,Axonopus sp,5
6463,Azadirachta indica,1
6471,Azolla filiculoides,17
6483,Babiana sp,1
6487,Baccaurea bracteata,2
6488,Baccaurea deflexa,2
6492,Baccaurea kunstleri,1
6493,Baccaurea lanceolata,1
6494,Baccaurea macrocarpa,2
6497,Baccaurea motleyana,2
6499,Baccaurea pendula,2
6501,Baccaurea racemosa,2
6502,Baccaurea ramiflora,7
6504,Baccaurea sapida,1
6505,Baccaurea sp,14
6507,Baccaurea sumatrana,2
6509,Baccharis angustifolia,2
6516,Baccharis coridifolia,1
6518,Baccharis decurrens,1
6524,Baccharis floribunda,7
6527,Baccharis guianensis,2
6532,Baccharis linearis,1
6535,Baccharis magellanica,1
6544,Baccharis pedunculata,1
6545,Baccharis pilularis,21
6550,Baccharis rufescens,1
6555,Baccharis sergiloides,11
6558,Baccharis sp,2
6561,Baccharis trinervis,2
6563,Baccharis ulicina,1
65903,Bactris corossilla,1
6583,Bactris gasipaes,9
6589,Bactris maraja,2
6592,Bactris simplicifrons,1
6593,Bactris sp,9
6594,Bactris trichophylla,1
6599,Baeckea brevifolia,1
6603,Baeckea diosmifolia,1
6614,Bagassa guianensis,8
64255,Bahia dissecta,20
6625,Baissea axillaris,1
6627,Baissea multiflora,3
6629,Baissea sp,2
6639,Balanites australis,1
6640,Balanites maughamii,7
6646,Balanites wilsoniana,3
6652,Balanops australiana,2
6655,Baldellia ranunculoides,3
6658,Baliospermum montanum,1
6659,Balizia elegans,4
6660,Balizia pedicellaris,4
6666,Ballota nigra,3
6668,Baloghia inophylla,2
6684,Balsamorhiza sagittata,39
6755,Bambusa longispatha,1
59189,Bambusa sp,25
6817,Banara guianensis,3
6819,Banara nitida,4
59144,Bania sp,1
6826,Banisteriopsis cornifolia,1
6827,Banisteriopsis muricata,6
59093,Banisteropsis sp,1
6831,Banksia aemula,1
6847,Banksia ericifolia,1
6848,Banksia grandis,1
6853,Banksia integrifolia,4
6858,Banksia marginata,1
6861,Banksia oblongifolia,1
6870,Banksia serrata,5
6872,Banksia sp,14
6875,Banksia spinulosa,5
59094,Bannisteria sp,1
6889,Baptisia alba,10
6892,Baptisia leucophaea,2
6896,Barbarea bracteosa,6
6898,Barbarea intermedia,12
6901,Barbarea stricta,5
6903,Barbarea vulgaris,8
6912,Barringtonia asiatica,1
6917,Barringtonia macrostachya,1
6921,Barringtonia racemosa,1
6924,Barringtonia scortechinii,6
6925,Barringtonia sp,6
6928,Barteria fistulosa,4
6930,Bartsia alpina,19
6945,Basella alba,1
6950,Bassia dasyphylla,1
6962,Bassia scoparia,8
6968,Batesia floribunda,1
76356,Bathysa australis,2
6969,Bathysa mendoncaei,1
6971,Bathysa peruviana,1
6973,Batocarpus amazonicus,8
6974,Batocarpus costaricensis,4
6975,Batocarpus orinocensis,4
6988,Bauhinia anguina,2
6989,Bauhinia arborea,1
6990,Bauhinia brachycalyx,4
65950,Bauhinia championii,2
6996,Bauhinia forficata,1
6998,Bauhinia galpinii,2
6999,Bauhinia glabra,3
7001,Bauhinia guianensis,14
7005,Bauhinia kockiana,1
72676,Bauhinia lisagroovy,1
76373,Bauhinia longicuspis,1
7021,Bauhinia rufa,2
76377,Bauhinia scala-simiae,1
7023,Bauhinia scandens,1
7025,Bauhinia sp,31
7028,Bauhinia tarapotensis,4
7030,Bauhinia tomentosa,6
7033,Bauhinia vahlii,1
7034,Bauhinia variegata,7
62321,Beaumontia grandiflora,1
7066,Befaria racemosa,48
7072,Begonia ebolowensis,1
7078,Begonia isoptera,2
7079,Begonia lancifolia,1
7085,Begonia picta,4
7092,Begonia sp,9
7097,Beilschmiedia bancroftii,3
7101,Beilschmiedia calcitranthera,1
7102,Beilschmiedia collina,3
7119,Beilschmiedia kunstleri,2
7125,Beilschmiedia madang,3
7140,Beilschmiedia pendula,38
7150,Beilschmiedia sp,5
7154,Beilschmiedia tooram,2
7157,Beilschmiedia velutina,12
7165,Belamcanda chinensis,1
7173,Bellis perennis,15
76488,Bellucia dichotoma,1
7175,Bellucia grossularioides,5
7177,Bellucia pentamera,4
7178,Bellucia sp,2
7180,Belvisia sp,1
7195,Berberis buxifolia,1
7201,Berberis darwinii,2
64262,Berberis fendleri,4
7208,Berberis heterophylla,1
7212,Berberis ilicifolia,1
7213,Berberis integerrima,1
7225,Berberis sp,3
7230,Berberis vulgaris,47
7233,Berchemia racemosa,1
7234,Berchemia scandens,1
7271,Berlinia sp,1
7280,Berrya sp,1
7285,Berteroa incana,18
7287,Bertholletia excelsa,5
7289,Bertiera batesii,1
7290,Bertiera guianensis,3
7291,Bertiera racemosa,1
7292,Bertiera sp,1
7294,Bertya cunninghamii,1
7297,Berula erecta,18
66010,Besleria quadrangulata,1
76579,Besseya alpina,12
7314,Beta vulgaris,3
64265,Betonica macrantha,1
7316,Betonica officinalis,3
7318,Betula albosinensis,1
7319,Betula alleghaniensis,16
7331,Betula ermanii,6
7335,Betula glandulosa,7
7340,Betula humilis,3
7341,Betula lenta,3
7342,Betula litwinowii,7
