species,lifeform
Ononis reclinata,therophyte
Ornithopus perpusillus,therophyte
Ornithopus pinnatus,therophyte
Orobanche minor,therophyte
Oxalis corniculata,therophyte
Oxalis europaea,therophyte
Oxalis fontana,therophyte
Oxalis stricta,therophyte
Papaver argemone,therophyte
Papaver commutatum,therophyte
Papaver dubium,therophyte
Papaver hybridum,therophyte
Papaver rhoeas,therophyte
Papaver somniferum,therophyte
Papaver strigosum,therophyte
Paramesus strictus,therophyte
Parapholis incurva,therophyte
Parapholis strigosa,therophyte
Parentucellia viscosa,therophyte
Pedicularis palustris,therophyte
Peplis portula,therophyte
Peplis portula,therophyte
Persicaria hydropiper,therophyte
Persicaria lapathifolia,therophyte
Persicaria laxiflora,therophyte
Persicaria maculosa,therophyte
Persicaria minor,therophyte
Persicaria mitis,therophyte
Petrorhagia prolifera,therophyte
Phalaris paradoxa,therophyte
Phleum arenarium,therophyte
Picris echioides,therophyte
Plantago coronopus,therophyte
Poa annua,therophyte
Poa infirma,therophyte
Polycarpon diphyllum,therophyte
Polycarpon tetraphyllum,therophyte
Polygonum arenastrum,therophyte
Polygonum aviculare,therophyte
Polygonum boreale,therophyte
Polygonum convolvulus,therophyte
Polygonum dumetorum,therophyte
Polygonum hydropiper,therophyte
Polygonum lapathifolium,therophyte
Polygonum minus,therophyte
Polygonum mite,therophyte
Polygonum nodosum,therophyte
Polygonum oxyspermum,therophyte
Polygonum persicaria,therophyte
Polygonum raii,therophyte
Polygonum rurivagum,therophyte
Polypogon monspeliensis,therophyte
Polypogon paniceus,therophyte
Portulaca oleracea,therophyte
Potentilla norvegica,therophyte
Pseudognaphalium luteoalbum,therophyte
Puccinellia rupestris,therophyte
Pulicaria vulgaris,therophyte
Radiola linoides,therophyte
Ranunculus aquatilis,therophyte
Ranunculus arvensis,therophyte
Ranunculus baudotii,therophyte
Ranunculus hederaceus,therophyte
Ranunculus heterophyllus,therophyte
Ranunculus lenormandii,therophyte
Ranunculus muricatus,therophyte
Ranunculus omiophyllus,therophyte
Ranunculus ophioglossifolius,therophyte
Ranunculus parviflorus,therophyte
Ranunculus peltatus,therophyte
Ranunculus sardous,therophyte
Ranunculus sceleratus,therophyte
Ranunculus trichophyllus,therophyte
Ranunculus tripartitus,therophyte
Raphanus maritimus,therophyte
Raphanus raphanistrum,therophyte
Rhinanthus angustifolius,therophyte
Rhinanthus cristal-galli,therophyte
Rhinanthus minor,therophyte
Rhinanthus serotinus,therophyte
Rorippa islandica,therophyte
Rorippa palustris,therophyte
Rumex maritimus,therophyte
Sagina apetala,therophyte
Sagina ciliata,therophyte
Sagina filicaulis,therophyte
Sagina maritima,therophyte
Salicornia dolichostachya,therophyte
Salicornia europaea,therophyte
Salicornia fragilis,therophyte
Salicornia lutescens,therophyte
Salicornia nitens,therophyte
Salicornia obscura,therophyte
Salicornia pusilla,therophyte
Salicornia ramosissima,therophyte
Salsola kali,therophyte
Satureja acinos,therophyte
Saxifraga tridactylites,therophyte
Scandix pecten-veneris,therophyte
Scirpus cernuus,therophyte
Scirpus setaceus,therophyte
Scleranthus annuus,therophyte
Senecio squalidus,therophyte
Senecio sylvaticus,therophyte
Senecio vernalis,therophyte
Senecio viscosus,therophyte
Senecio vulgaris,therophyte
Sherardia arvensis,therophyte
Silene conica,therophyte
Silene gallica,therophyte
Silene noctiflora,therophyte
Sinapis alba,therophyte
Sinapis arvensis,therophyte
Sisymbrium altissimum,therophyte
Sisymbrium irio,therophyte
Sisymbrium loeselii,therophyte
Sisymbrium officinale,therophyte
Sisymbrium orientale,therophyte
Sisymbrium thallianum,therophyte
Solanum nigrum,therophyte
Solanum sarachoides,therophyte
Solanum sarrachoides,therophyte
Solanum triflorum,therophyte
Sonchus asper,therophyte
Spergula arvensis,therophyte
Spergularia arvensis,therophyte
Spergularia bocconei,therophyte
Spergularia marina,therophyte
Spergularia rubra,therophyte
Stachys arvensis,therophyte
Stellaria media,therophyte
Stellaria neglecta,therophyte
Stellaria pallida,therophyte
Suaeda maritima,therophyte
Subularia aquatica,therophyte
Subularia aquatica,therophyte
Teesdalia nudicaulis,therophyte
Teucrium botrys,therophyte
Thlaspi alliaceum,therophyte
Thlaspi arvense,therophyte
Thlaspi perfoliatum,therophyte
Tillaea aquatica,therophyte
Tillaea muscosa,therophyte
Torilis japonica,therophyte
Torilis nodosa,therophyte
Trifolium arvense,therophyte
Trifolium aureum,therophyte
Trifolium bocconei,therophyte
Trifolium campestre,therophyte
Trifolium dubium,therophyte
Trifolium filiforme,therophyte
Trifolium glomeratum,therophyte
Trifolium incarnatum,therophyte
Trifolium incarnatum molinerii,therophyte
Trifolium micranthum,therophyte
Trifolium ornithopodioides,therophyte
Trifolium scabrum,therophyte
Trifolium squamosum,therophyte
Trifolium striatum,therophyte
Trifolium strictum,therophyte
Trifolium subterraneum,therophyte
Trifolium suffocatum,therophyte
Tripleurospermum inodorum,therophyte
Tripleurospermum maritimum subsp. inodorum,therophyte
Tuberaria guttata,therophyte
Urtica urens,therophyte
Valerianella carinata,therophyte
Valerianella dentata,therophyte
Valerianella eriocarpa,therophyte
Valerianella locusta,therophyte
Valerianella olitaria,therophyte
Valerianella rimosa,therophyte
Veronica agrestis,therophyte
Veronica arvensis,therophyte
Veronica hederifolia,therophyte
Veronica peregrina,therophyte
Veronica persica,therophyte
Veronica polita,therophyte
Veronica praecox,therophyte
Veronica triphyllos,therophyte
Veronica verna,therophyte
Vicia angustifolia,therophyte
Vicia gemella,therophyte
Vicia gracilis,therophyte
Vicia hirsuta,therophyte
Vicia laevigata,therophyte
Vicia lathyroides,therophyte
Vicia laxiflora,therophyte
Vicia lutea,therophyte
Vicia parviflora,therophyte
Vicia sativa,therophyte
Vicia tenuissima,therophyte
Vicia tetrasperma,therophyte
Vicia tetrasperma subsp. gracilis,therophyte
Viola arvensis,therophyte
Viola kitaibeliana,therophyte
Viola tricolor,therophyte
Vulpia bromoides,therophyte
Vulpia ciliata,therophyte
Vulpia fasciculata,therophyte
Vulpia megalura,therophyte
Vulpia membranacea,therophyte
Vulpia myuros,therophyte
Vulpia unilateralis,therophyte
Ranunculus ficaria,geophyte
Silene uniflora,hemicryptophyte
